SKU,Category,Weight (lbs),Volume (cubic ft),Total Inventory Picks,7AM - 8AM,8AM - 9AM,9AM -10AM,10AM - 11AM,11AM - 12PM,12PM - 1PM,1PM - 2PM,2PM - 3PM,3PM - 4PM,4PM - 5PM,5PM - 6PM,6PM - 7PM,7PM - 8PM
49848,Clothing,0.47,4.03,366,199,75,40,29,19,1,3,0,0,0,0,0,0
58367,Clothing,0.56,4.22,260,6,29,45,21,22,16,17,18,24,23,15,18,6
21713,Home,47.08,51.57,324,146,87,61,17,5,3,5,0,0,0,0,0,0
47458,Clothing,0.54,1.05,276,6,23,43,22,21,29,20,20,19,25,24,18,6
32231,Home,11.13,47.06,264,8,18,45,30,24,28,16,15,17,15,24,19,5
80719,Clothing,0.45,6.84,264,105,79,47,24,5,2,2,0,0,0,0,0,0
95451,Electronics,12.38,2.35,267,6,27,46,19,26,19,23,20,15,16,25,17,8
76493,Medical,3.22,1.51,251,4,20,43,26,19,26,18,17,21,20,15,18,4
85858,Office,2.92,5.21,117,8,7,8,10,11,11,27,21,8,6,0,0,0
53667,Hygiene,2.92,0.42,212,80,41,52,11,19,8,1,0,0,0,0,0,0
18366,Sports,18.85,6.81,486,39,56,63,110,69,47,42,31,19,7,3,0,0
33061,Sports,11.28,2.31,279,6,27,41,26,25,27,24,20,15,21,24,16,7
79128,Home,40.08,50.43,482,33,45,59,109,63,67,55,25,18,5,3,0,0
58234,Medical,3.46,0.06,227,0,0,0,0,2,5,36,24,59,40,37,14,10
83326,Home,36.6,57.59,349,169,92,50,14,14,5,5,0,0,0,0,0,0
13018,Hygiene,3.7,0.51,343,168,91,52,11,19,0,2,0,0,0,0,0,0
67212,Clothing,0.51,5.82,196,0,0,0,0,3,7,13,28,51,44,29,17,4
67833,Sports,12.79,16.13,341,192,69,53,12,11,2,2,0,0,0,0,0,0
32036,Hygiene,0.58,0.49,249,5,18,44,21,16,18,17,24,25,21,18,17,5
20878,Medical,1.35,0.78,331,173,52,59,22,18,6,1,0,0,0,0,0,0
95623,Clothing,0.45,3.76,216,0,0,0,0,0,10,23,25,28,58,43,20,9
14764,Electronics,9.63,1.97,275,8,27,49,22,30,15,24,20,16,18,22,18,6
16469,Electronics,13.77,0.61,199,0,0,0,0,3,10,26,24,21,46,50,11,8
17172,Clothing,0.58,2.82,353,193,54,70,24,6,3,3,0,0,0,0,0,0
60229,Sports,17.66,8.54,352,172,70,69,25,10,5,1,0,0,0,0,0,0
25479,Home,21.42,13.84,267,94,88,37,19,19,8,2,0,0,0,0,0,0
96427,Electronics,6.71,1.69,247,5,23,48,19,16,18,20,16,25,15,15,19,8
47217,Hygiene,2.66,0.34,279,6,21,48,28,26,23,22,22,24,20,18,16,5
12619,Electronics,15.89,1.78,215,0,0,0,0,5,2,37,30,26,32,57,20,6
19989,Hygiene,2.03,0.42,459,42,52,64,99,57,47,35,39,11,10,3,0,0
97393,Medical,1.94,2.39,464,35,53,54,101,75,61,32,31,14,7,1,0,0
57957,Sports,13.23,9.94,471,33,55,52,80,68,69,56,34,14,7,3,0,0
92311,Clothing,0.54,3.43,139,10,12,14,13,16,23,16,10,16,6,3,0,0
32449,Electronics,4.1,3.84,502,53,44,55,110,66,65,50,36,12,6,5,0,0
67674,Sports,19.3,9.31,319,188,43,40,23,20,1,4,0,0,0,0,0,0
78453,Medical,2.57,0.39,222,0,0,0,0,2,4,35,30,38,42,50,15,6
94930,Hygiene,1.79,0.65,128,6,5,7,14,16,25,19,20,12,2,2,0,0
61547,Hygiene,2.65,0.51,120,2,7,15,12,17,14,19,18,13,2,1,0,0
65062,Clothing,0.55,6.58,184,0,0,0,0,3,7,13,27,55,42,25,10,2
48114,Sports,14.22,21.71,474,49,64,57,85,56,63,50,28,11,6,5,0,0
31881,Office,3.15,9.91,258,6,18,44,28,22,22,16,15,23,20,23,15,6
24758,Hygiene,1.64,0.55,134,9,7,6,7,17,14,28,25,16,2,3,0,0
11577,Hygiene,1.75,0.46,476,59,51,59,97,53,46,57,29,15,5,5,0,0
67504,Medical,2.12,1.43,452,32,50,59,81,57,64,60,20,15,9,5,0,0
33994,Home,16.01,21.5,335,131,96,62,24,7,10,5,0,0,0,0,0,0
43764,Clothing,0.62,1.77,326,155,94,39,22,7,9,0,0,0,0,0,0,0
99822,Home,25.03,23.29,256,6,18,42,15,27,27,23,22,23,15,16,18,4
33724,Clothing,0.49,4.13,189,0,0,0,0,5,6,13,23,45,56,21,17,3
40334,Hygiene,2.53,0.44,481,55,49,69,93,75,51,39,31,12,6,1,0,0
97476,Hygiene,1.4,0.44,283,7,28,45,23,24,30,17,21,21,18,24,19,6
92428,Clothing,0.46,4.93,252,8,25,44,16,26,18,16,20,18,15,22,19,5
36709,Office,0.25,3.91,268,7,20,45,23,25,17,23,17,20,23,22,18,8
33045,Sports,12.44,17.55,140,10,10,9,14,19,24,21,19,7,5,2,0,0
10459,Clothing,0.34,5.28,158,0,0,0,0,0,6,26,23,24,42,20,16,1
20488,Electronics,5.38,2.75,137,10,8,12,7,17,21,17,24,15,6,0,0,0
58827,Electronics,18.75,1.2,134,2,9,15,12,19,21,16,21,14,5,0,0,0
77291,Office,3.94,7.55,115,8,5,13,14,10,14,23,17,9,2,0,0,0
68707,Office,6.61,1.53,123,7,11,8,10,16,16,17,17,12,6,3,0,0
74543,Office,2.48,4.49,270,5,20,49,23,25,22,24,21,19,25,16,17,4
62954,Electronics,7.52,1.18,122,9,8,10,11,14,25,22,10,9,3,1,0,0
92253,Electronics,22.41,2.95,280,125,80,37,23,9,1,5,0,0,0,0,0,0
21742,Clothing,0.57,4.65,237,0,0,0,0,1,9,36,29,47,42,53,13,7
16452,Office,4.54,1.64,268,5,21,49,16,25,29,19,19,23,19,20,15,8
67405,Hygiene,2.64,0.44,261,6,16,43,24,27,21,22,15,17,19,25,18,8
80913,Office,7.22,2.47,267,5,21,41,20,29,30,18,25,17,21,18,15,7
18053,Medical,1.02,3.39,289,104,85,68,15,15,0,2,0,0,0,0,0,0
98461,Sports,5.17,10.82,175,0,0,0,0,3,6,34,33,28,31,20,11,9
31656,Electronics,6.4,1.75,443,54,58,54,83,72,41,31,21,19,8,2,0,0
90061,Office,4.72,4.64,128,9,10,8,17,12,18,12,23,15,1,3,0,0
84963,Hygiene,2.26,0.48,508,31,55,75,90,79,59,60,30,16,10,3,0,0
79885,Hygiene,0.8,0.44,451,45,40,78,83,63,51,37,24,18,9,3,0,0
82327,Electronics,6.92,0.34,482,46,47,80,106,76,44,38,30,10,5,0,0,0
96570,Medical,2.19,1.82,250,0,0,0,0,3,9,35,40,45,58,34,17,9
37754,Home,62.47,28.57,277,145,64,37,22,5,2,2,0,0,0,0,0,0
98267,Hygiene,2.3,0.44,455,60,42,59,100,55,45,43,29,10,7,5,0,0
67568,Electronics,13.5,2.63,211,0,0,0,0,2,2,32,30,58,35,37,11,4
96618,Medical,0.35,2.05,258,8,28,50,24,17,20,21,19,16,16,15,19,5
90448,Clothing,0.51,2.35,258,7,19,41,19,24,23,25,16,23,16,25,15,5
21808,Medical,2.5,3.11,277,5,25,45,30,30,16,16,20,19,24,24,16,7
13056,Clothing,0.41,1.01,126,4,9,14,14,8,23,18,17,13,4,2,0,0
75462,Clothing,0.43,3.06,262,103,75,44,13,17,9,1,0,0,0,0,0,0
64412,Clothing,0.43,7.8,285,7,22,47,16,28,29,24,24,20,25,21,15,7
53557,Hygiene,2.67,0.56,395,183,84,68,28,17,10,5,0,0,0,0,0,0
77820,Office,3.27,3.94,206,0,0,0,0,0,10,26,34,37,57,20,13,9
13512,Hygiene,2.22,0.44,139,6,8,14,8,9,21,28,24,15,6,0,0,0
80425,Clothing,0.53,3.44,248,83,52,63,26,19,0,5,0,0,0,0,0,0
63967,Home,4.95,19.83,118,1,12,7,17,19,14,15,22,9,2,0,0,0
42111,Electronics,10.98,1.46,237,0,0,0,0,4,10,26,33,28,54,54,19,9
56378,Office,6.87,1.06,307,154,72,37,20,13,6,5,0,0,0,0,0,0
38251,Home,48.44,40.4,232,0,0,0,0,0,3,32,21,45,50,59,16,6
72881,Home,4.72,67.63,111,4,5,12,14,19,10,21,11,12,1,2,0,0
57876,Home,27.23,12.56,162,0,0,0,0,1,7,26,21,23,40,20,18,6
72571,Medical,2.3,2.98,261,6,23,42,21,27,22,18,16,17,25,18,19,7
19779,Clothing,0.46,3.81,206,0,0,0,0,5,3,29,23,51,52,25,13,5
41013,Medical,3.8,0.89,522,53,55,75,105,63,61,46,35,18,10,1,0,0
35443,Sports,11.42,5.96,132,8,13,10,17,19,24,13,12,10,5,1,0,0
88337,Sports,13.49,8.63,336,144,94,53,28,6,10,1,0,0,0,0,0,0
92025,Home,12.27,31.58,290,107,77,50,26,19,6,5,0,0,0,0,0,0
95324,Hygiene,2.88,0.55,316,175,64,42,21,13,0,1,0,0,0,0,0,0
58381,Sports,12.6,10.98,260,81,55,62,29,20,8,5,0,0,0,0,0,0
12578,Home,7.8,0.17,500,51,49,80,95,72,63,40,30,11,5,4,0,0
58687,Clothing,0.55,2.29,306,132,94,40,18,17,3,2,0,0,0,0,0,0
65851,Medical,2.36,2.03,514,60,67,63,100,80,51,42,21,19,7,4,0,0
32786,Hygiene,2.99,0.59,427,31,42,60,89,58,53,45,28,12,5,4,0,0
59883,Home,12.87,50.59,451,41,56,70,83,70,42,38,21,15,10,5,0,0
58113,Medical,3.27,4.03,487,40,65,73,96,76,48,41,29,13,6,0,0,0
88452,Medical,0.68,3.49,213,0,0,0,0,4,10,27,33,28,38,55,14,4
75707,Hygiene,2.25,0.67,511,52,65,76,105,62,60,33,35,16,6,1,0,0
40133,Hygiene,1.75,0.61,193,0,0,0,0,4,5,28,33,20,55,27,19,2
64218,Clothing,0.53,3.61,287,8,28,47,28,24,16,24,21,24,20,22,18,7
21044,Medical,2.2,2.08,210,0,0,0,0,2,8,30,24,47,33,40,18,8
97915,Office,4.7,3.74,207,0,0,0,0,4,9,29,25,25,50,42,18,5
61741,Clothing,0.47,1.5,274,6,22,50,29,26,16,23,16,19,19,21,19,8
53494,Hygiene,1.11,0.54,127,8,8,15,16,12,14,15,18,13,5,3,0,0
12927,Sports,1.06,14.78,273,7,22,46,15,27,26,23,15,21,25,25,17,4
45702,Office,5.18,3.23,278,7,27,49,20,30,30,17,16,21,18,19,17,7
57140,Clothing,0.49,2.8,485,50,41,67,92,74,52,56,24,15,9,5,0,0
54579,Home,26.68,19.13,476,31,56,56,108,65,68,43,20,18,7,4,0,0
96253,Electronics,8.54,2.29,221,0,0,0,0,5,7,10,38,45,59,41,10,6
91714,Clothing,0.66,5.62,479,41,66,56,95,64,47,59,24,15,7,5,0,0
57217,Home,33.03,46.97,462,52,61,61,81,66,40,41,32,19,8,1,0,0
90083,Home,47.81,38.14,478,56,58,71,89,71,42,33,28,17,10,3,0,0
93428,Sports,21.72,14.04,499,58,49,79,95,72,57,45,20,14,7,3,0,0
50662,Home,62.18,27.52,256,122,47,35,30,14,5,3,0,0,0,0,0,0
89714,Medical,2.69,1.45,267,6,23,45,19,19,24,25,15,25,15,25,18,8
32150,Electronics,20.32,2.56,483,48,51,65,108,75,48,36,28,13,7,4,0,0
74312,Medical,1.65,2.62,238,5,19,43,20,27,15,16,19,15,19,15,19,6
63295,Office,4.75,4.62,129,10,10,14,13,10,18,17,21,11,4,1,0,0
68661,Hygiene,2.82,0.58,251,6,26,45,18,25,21,25,15,15,15,17,17,6
81586,Electronics,13.84,0.92,176,0,0,0,0,3,8,29,34,21,36,20,15,10
68266,Clothing,0.52,4.22,119,10,7,6,8,19,13,27,17,10,1,1,0,0
87067,Sports,9.92,6.24,465,58,55,64,84,61,46,46,31,12,5,3,0,0
36405,Office,9.14,1.71,368,197,90,55,14,11,1,0,0,0,0,0,0,0
16270,Clothing,0.38,6.04,118,1,7,9,15,11,17,15,24,15,3,1,0,0
63914,Clothing,0.41,3.97,118,2,11,14,10,8,20,15,23,10,5,0,0,0
38068,Office,4.74,7.03,260,144,55,30,12,14,2,3,0,0,0,0,0,0
16518,Sports,9.72,5.61,111,2,5,7,7,17,22,27,11,9,3,1,0,0
74365,Medical,1.6,0.81,336,172,92,36,14,18,4,0,0,0,0,0,0,0
12611,Medical,2.6,0.4,339,177,74,38,26,10,9,5,0,0,0,0,0,0
57070,Hygiene,1.56,0.58,212,0,0,0,0,4,10,24,33,52,33,32,16,8
43009,Home,74.3,46.14,201,0,0,0,0,5,9,14,28,26,47,56,15,1
38114,Home,62.56,27.73,139,7,10,12,7,13,22,22,23,16,6,1,0,0
93197,Home,24.96,79.96,275,105,84,36,29,12,5,4,0,0,0,0,0,0
71573,Clothing,0.2,3.48,246,84,95,42,16,4,3,2,0,0,0,0,0,0
12671,Sports,15.2,5.42,224,0,0,0,0,4,10,16,35,39,38,52,20,10
78028,Electronics,15.11,0.35,220,0,0,0,0,5,6,34,24,37,41,52,17,4
11936,Home,38.81,32.83,129,6,12,14,9,14,21,26,11,11,5,0,0,0
43805,Hygiene,2.73,0.49,120,5,11,10,11,8,17,19,20,17,1,1,0,0
11074,Hygiene,1.32,0.64,267,4,26,50,19,20,26,15,22,18,16,25,20,6
51910,Hygiene,2.23,0.61,214,0,0,0,0,3,9,18,21,37,56,45,15,10
94387,Clothing,0.57,6.76,191,0,0,0,0,5,4,21,35,38,43,23,18,4
18676,Home,4.26,54.66,298,119,82,48,28,16,1,4,0,0,0,0,0,0
38755,Medical,2.69,0.3,126,5,14,13,10,10,24,22,10,12,6,0,0,0
93504,Hygiene,3.56,0.55,516,36,70,68,108,64,62,53,35,12,7,1,0,0
46364,Hygiene,0.7,0.49,118,10,7,10,9,15,14,22,20,8,3,0,0,0
80180,Hygiene,2.67,0.58,249,8,17,50,18,22,16,15,24,16,17,20,18,8
84923,Clothing,0.62,6.7,295,130,62,58,25,16,4,0,0,0,0,0,0,0
67314,Electronics,14.15,2.1,206,0,0,0,0,2,7,27,34,33,56,24,17,6
69531,Electronics,11.16,1.84,265,6,22,43,21,24,18,25,19,20,22,22,15,8
73163,Medical,3.84,1.58,246,101,47,44,30,14,5,5,0,0,0,0,0,0
55043,Hygiene,2.7,0.58,192,0,0,0,0,2,8,26,26,20,41,46,19,4
17893,Medical,1.57,1.28,282,8,25,44,29,25,26,20,17,25,19,19,17,8
99926,Hygiene,1.08,0.66,232,108,49,30,25,14,5,1,0,0,0,0,0,0
11748,Hygiene,2.97,0.52,200,0,0,0,0,0,2,17,21,45,41,54,14,6
18550,Hygiene,0.84,0.4,494,39,70,55,93,71,44,59,40,15,6,2,0,0
39456,Sports,17.17,17.29,286,145,41,55,21,14,10,0,0,0,0,0,0,0
11580,Medical,1.57,1.66,133,1,8,8,12,16,23,25,16,16,5,3,0,0
62023,Electronics,15.96,3.11,448,38,48,59,110,62,42,33,24,18,9,5,0,0
98459,Electronics,14.06,4.56,298,134,68,51,29,7,4,5,0,0,0,0,0,0
46569,Hygiene,1.04,0.48,126,9,12,6,16,15,14,18,21,8,5,2,0,0
54723,Office,5.33,0.65,318,173,73,42,15,12,3,0,0,0,0,0,0,0
76690,Electronics,18.18,1.8,115,2,8,14,14,14,19,16,18,7,3,0,0,0
83508,Office,0.6,6.86,134,8,6,10,14,20,19,26,11,11,6,3,0,0
22893,Office,3.03,8.26,135,3,6,15,17,16,24,16,22,9,6,1,0,0
32000,Electronics,6.95,2.47,461,35,62,56,97,50,55,54,28,14,7,3,0,0
63196,Sports,24,7.3,257,126,61,40,16,7,2,5,0,0,0,0,0,0
93616,Office,3.05,0.95,188,0,0,0,0,0,6,18,23,32,36,48,19,6
95470,Electronics,7.19,1.85,195,0,0,0,0,1,9,21,20,20,53,58,12,1
86004,Sports,12.37,16.18,229,0,0,0,0,1,2,31,23,43,59,44,18,8
28959,Medical,2.1,2.03,305,125,78,50,29,19,3,1,0,0,0,0,0,0
76058,Medical,4.86,2.74,485,45,47,72,93,65,54,59,24,19,7,0,0,0
40746,Medical,1.58,1.18,245,0,0,0,0,1,6,40,37,30,49,57,17,8
13100,Home,36.26,29.27,494,57,41,63,104,54,67,53,24,19,7,5,0,0
79862,Office,1.59,1.68,227,0,0,0,0,2,10,33,30,59,52,23,13,5
70921,Electronics,9.93,1.12,120,10,8,8,8,18,16,15,21,9,5,2,0,0
87133,Sports,27.76,15.91,287,6,26,46,28,27,28,22,17,22,22,22,17,4
99501,Clothing,0.52,4.52,281,81,94,65,10,19,7,5,0,0,0,0,0,0
97424,Hygiene,2.55,0.63,351,188,73,49,22,7,9,3,0,0,0,0,0,0
72388,Medical,0.64,1.44,251,5,20,40,24,17,28,15,25,20,16,17,19,5
96159,Office,2.37,9.91,240,86,88,36,16,4,6,4,0,0,0,0,0,0
16380,Sports,12.68,19.18,287,8,30,40,27,26,27,24,15,21,21,24,16,8
73408,Home,21.84,50.03,258,8,15,42,15,27,23,23,25,19,16,18,19,8
74636,Sports,20.11,19.8,312,142,63,52,30,19,5,1,0,0,0,0,0,0
55273,Medical,3.25,1.97,190,89,44,31,13,8,4,1,0,0,0,0,0,0
68843,Hygiene,1.03,0.55,123,6,13,8,13,13,22,25,11,11,1,0,0,0
80822,Office,2.98,3.01,253,6,16,40,21,25,21,22,25,16,19,22,16,4
52445,Hygiene,2.33,0.53,454,30,58,78,93,55,55,45,21,10,5,4,0,0
51708,Medical,1.08,1.61,320,161,74,45,16,12,8,4,0,0,0,0,0,0
16485,Clothing,0.6,5.29,106,6,12,9,7,13,14,13,20,10,2,0,0,0
88994,Hygiene,2.05,0.68,183,0,0,0,0,5,7,18,27,23,54,35,12,2
48819,Office,2.6,4.88,475,50,53,50,98,72,56,50,26,11,9,0,0,0
23372,Office,3.78,5.82,305,156,60,58,17,6,6,2,0,0,0,0,0,0
20739,Electronics,9.97,2.22,139,5,11,10,16,17,19,25,23,8,5,0,0,0
32880,Clothing,0.49,2.52,230,97,55,34,30,5,6,3,0,0,0,0,0,0
10967,Office,6.62,5.17,126,9,12,9,17,12,16,23,20,7,1,0,0,0
21322,Clothing,0.56,4.51,407,34,43,60,88,53,46,36,21,19,6,1,0,0
99425,Office,3.2,5.31,282,6,30,42,19,25,29,22,25,18,21,24,17,4
11643,Hygiene,1.33,0.58,169,0,0,0,0,5,3,14,30,47,30,24,11,5
47210,Home,50.25,30.9,332,175,52,57,24,10,10,4,0,0,0,0,0,0
28713,Medical,0.17,3.05,508,43,60,53,103,74,64,60,25,19,7,0,0,0
33965,Home,58.7,27.84,143,4,13,8,17,14,22,25,24,9,6,1,0,0
20711,Electronics,14.39,1.72,496,49,66,74,100,70,43,39,25,20,8,2,0,0
45425,Hygiene,0.34,0.57,270,4,28,40,25,29,20,19,21,19,25,16,20,4
94882,Medical,1.89,2.62,464,50,40,55,101,68,58,45,23,16,7,1,0,0
60918,Clothing,0.4,3.88,267,5,25,47,24,17,27,22,16,24,16,18,19,7
35471,Office,3.13,4.27,273,81,72,68,27,14,9,2,0,0,0,0,0,0
23858,Clothing,0.56,4.18,199,0,0,0,0,0,9,26,26,58,32,31,14,3
86152,Home,31.47,13.33,257,4,22,42,15,19,24,19,19,18,25,22,20,8
26016,Office,6.07,7.29,121,4,6,10,16,17,11,12,25,14,3,3,0,0
18903,Hygiene,0.61,0.59,482,31,62,74,97,59,49,59,27,10,10,4,0,0
71371,Home,7.46,59.18,278,151,51,38,14,13,8,3,0,0,0,0,0,0
64318,Electronics,12.64,0.48,251,89,74,50,13,15,7,3,0,0,0,0,0,0
11992,Clothing,0.38,2.19,168,0,0,0,0,1,6,32,22,23,42,21,11,10
51652,Sports,12.67,8.76,319,152,70,54,20,20,0,3,0,0,0,0,0,0
43168,Medical,1.75,1.16,199,0,0,0,0,5,7,39,35,25,36,32,18,2
51152,Electronics,11.1,3.07,258,6,15,45,28,22,19,23,18,20,23,20,15,4
36768,Clothing,0.43,7.57,283,4,19,49,30,28,22,19,23,18,24,22,19,6
73387,Clothing,0.59,7.39,482,38,65,52,92,78,43,57,30,20,7,0,0,0
45992,Medical,2.18,2.08,499,48,52,61,106,78,53,49,26,18,5,3,0,0
57724,Medical,0.36,2.81,229,85,64,35,24,18,2,1,0,0,0,0,0,0
18024,Electronics,9.36,2.85,491,52,53,75,102,80,53,32,20,16,8,0,0,0
89670,Medical,3.63,2.86,247,105,63,42,19,11,7,0,0,0,0,0,0,0
28505,Office,3.85,4.33,268,7,23,44,29,18,25,16,24,17,19,21,18,7
70450,Sports,13.96,10.25,506,56,69,67,94,50,49,60,29,17,10,5,0,0
87739,Hygiene,1.51,0.53,259,7,15,41,20,30,19,19,20,25,19,25,15,4
22976,Sports,22.83,8.97,134,7,13,11,13,16,19,23,19,9,4,0,0,0
50024,Hygiene,2.3,0.59,498,44,69,60,88,71,44,60,37,14,8,3,0,0
84849,Sports,18.22,14.97,473,58,55,54,110,64,42,41,26,15,7,1,0,0
14012,Office,4.18,5.11,122,10,7,10,15,9,12,19,21,16,1,2,0,0
20656,Clothing,0.53,2.2,253,5,20,47,27,23,21,17,17,18,17,19,15,7
99774,Clothing,0.45,5.14,250,88,69,42,25,16,8,2,0,0,0,0,0,0
85412,Electronics,5.83,2.07,118,5,11,7,17,15,22,13,11,16,1,0,0,0
48918,Electronics,9.55,1.8,260,4,27,44,15,19,26,19,22,19,24,17,17,7
15581,Clothing,0.59,3.5,263,4,21,42,21,23,22,23,15,22,20,23,20,7
97263,Hygiene,0.5,0.58,268,7,28,45,26,18,16,23,19,24,17,21,16,8
41862,Home,36.9,74.68,213,87,44,43,26,11,2,0,0,0,0,0,0,0
27960,Home,31.33,60.19,222,89,70,37,14,6,3,3,0,0,0,0,0,0
46408,Sports,10.09,19.3,196,0,0,0,0,3,4,19,21,26,48,54,14,7
61629,Office,8.48,1.09,214,0,0,0,0,2,3,10,21,43,59,55,15,6
70951,Medical,3.32,0.92,251,8,17,45,25,28,19,19,15,19,18,15,17,6
56802,Clothing,0.56,2.23,135,4,12,10,13,20,16,20,24,7,6,3,0,0
15519,Clothing,0.68,5.85,290,8,23,45,29,28,28,15,19,24,25,25,17,4
65899,Hygiene,2.74,0.46,470,45,53,57,107,74,44,39,24,13,9,5,0,0
50252,Hygiene,2.41,0.37,324,168,68,52,18,11,2,5,0,0,0,0,0,0
64386,Clothing,0.4,4.3,276,6,30,47,19,16,26,25,23,18,20,25,15,6
40880,Clothing,0.67,3.94,104,4,11,8,9,10,16,13,15,17,1,0,0,0
16059,Electronics,3.33,3.19,233,0,0,0,0,1,9,13,30,50,53,57,12,8
29383,Clothing,0.57,4.08,249,7,20,42,23,18,15,18,21,22,24,15,17,7
74461,Office,1.49,4.31,475,53,69,63,92,69,49,31,22,17,10,0,0,0
79429,Hygiene,2.39,0.49,207,0,0,0,0,2,3,13,35,43,46,41,18,6
23998,Electronics,6.31,0.5,123,5,10,12,9,16,25,15,21,8,2,0,0,0
96156,Electronics,11.62,1.14,220,0,0,0,0,3,3,40,38,32,38,45,17,4
79680,Office,6.22,3.75,229,0,0,0,0,1,9,38,29,41,60,26,18,7
87765,Clothing,0.48,0.41,272,7,15,48,25,29,28,18,19,20,21,16,19,7
53376,Medical,3.15,2.44,129,4,13,13,7,10,21,26,15,13,4,3,0,0
45313,Office,6.37,5.74,258,4,16,42,28,22,20,24,25,17,24,15,16,5
88269,Hygiene,2,0.36,305,150,85,30,22,7,6,5,0,0,0,0,0,0
54695,Sports,8.12,13.08,256,8,16,45,21,15,30,16,20,19,22,21,16,7
65003,Sports,15.91,9.97,331,153,72,66,17,12,9,2,0,0,0,0,0,0
78927,Electronics,6.45,2.37,284,7,29,50,30,28,21,21,20,17,21,21,15,4
42281,Hygiene,2.88,0.42,342,180,52,70,17,19,0,4,0,0,0,0,0,0
77928,Medical,2.65,1.32,274,5,20,50,25,30,15,21,22,15,22,22,20,7
49545,Sports,18.45,9.85,313,142,81,48,25,7,9,1,0,0,0,0,0,0
75428,Electronics,12.27,2.63,431,36,56,69,89,56,44,31,20,18,7,5,0,0
64137,Sports,15.44,5.66,317,184,58,45,18,9,1,2,0,0,0,0,0,0
13382,Electronics,9.59,2.47,137,9,11,14,15,12,21,20,20,10,5,0,0,0
94866,Medical,2.55,1.97,437,40,47,73,85,61,45,42,25,10,6,3,0,0
14630,Office,3.05,2.1,274,7,24,42,29,23,18,23,17,18,21,25,19,8
31211,Home,17,42.41,161,0,0,0,0,5,2,19,34,24,31,22,18,6
19838,Office,2.7,6.15,196,0,0,0,0,4,8,20,27,50,34,37,14,2
89790,Hygiene,2.51,0.5,197,0,0,0,0,2,3,10,32,56,59,21,13,1
67486,Home,53.79,59.01,322,160,82,57,10,9,0,4,0,0,0,0,0,0
94441,Home,19.12,15.76,273,7,22,41,28,27,30,21,24,16,18,16,18,5
25668,Clothing,0.51,1.34,108,7,5,10,17,11,14,14,11,10,6,3,0,0
66514,Electronics,6.58,1.7,259,6,21,41,26,22,22,24,25,15,15,19,18,5
67108,Office,4.54,3.84,137,8,12,7,14,20,23,20,11,15,4,3,0,0
25129,Home,55.49,54.17,510,44,64,77,106,71,41,52,33,10,7,5,0,0
41233,Sports,13.23,15.3,231,83,57,47,17,15,9,3,0,0,0,0,0,0
94376,Clothing,0.39,0.67,115,10,10,6,13,8,17,16,14,15,5,1,0,0
46152,Medical,1.73,2.5,313,101,99,66,30,7,8,2,0,0,0,0,0,0
34692,Clothing,0.52,4.69,307,145,60,65,28,6,0,3,0,0,0,0,0,0
28952,Medical,1.59,0.38,247,0,0,0,0,1,9,36,30,58,49,42,14,8
53079,Sports,6.09,10.32,363,163,78,66,30,12,10,4,0,0,0,0,0,0
92218,Electronics,9.92,3.74,221,0,0,0,0,5,8,31,35,51,37,34,14,6
86347,Sports,21.55,12.66,264,91,84,55,23,8,0,3,0,0,0,0,0,0
77050,Medical,1.75,1.85,540,56,67,79,109,55,57,54,34,19,10,0,0,0
67965,Home,8.44,31.84,195,0,0,0,0,0,2,32,25,28,48,45,14,1
21451,Electronics,7.37,2.01,323,143,85,56,24,7,7,1,0,0,0,0,0,0
84976,Office,4.5,4.19,364,196,66,64,21,14,2,1,0,0,0,0,0,0
77786,Hygiene,2.89,0.42,127,1,14,13,15,16,15,26,12,9,6,0,0,0
63505,Clothing,0.53,6.01,212,0,0,0,0,4,3,32,32,53,41,25,19,3
59898,Sports,18.5,11.91,227,0,0,0,0,0,5,24,25,55,60,35,13,10
14326,Office,5.06,1.37,330,184,54,61,10,11,9,1,0,0,0,0,0,0
60526,Electronics,8.56,0.96,247,5,18,50,17,21,22,15,17,18,22,16,19,7
49938,Medical,1.63,3.04,194,0,0,0,0,4,2,27,33,39,43,23,14,9
44448,Clothing,0.52,3.67,254,5,16,50,21,29,24,17,19,15,16,17,17,8
81165,Clothing,0.49,6.12,352,161,97,66,17,6,4,1,0,0,0,0,0,0
36165,Hygiene,2.1,0.64,218,84,40,45,28,10,8,3,0,0,0,0,0,0
94291,Medical,0.51,1.38,132,2,13,14,17,16,21,17,11,17,4,0,0,0
45454,Electronics,10.68,0.81,248,88,65,53,27,8,4,3,0,0,0,0,0,0
64673,Electronics,10.64,2.5,313,114,95,55,30,12,2,5,0,0,0,0,0,0
87041,Medical,3.25,1.97,498,48,53,53,109,65,56,50,36,20,7,1,0,0
65256,Hygiene,3.61,0.54,268,115,52,52,18,18,10,3,0,0,0,0,0,0
88957,Electronics,7.08,2.22,200,0,0,0,0,1,7,10,40,52,31,32,17,10
14552,Medical,1.96,1.61,259,0,0,0,0,3,7,27,35,60,49,48,20,10
28964,Clothing,0.43,2.89,220,0,0,0,0,2,10,10,35,41,52,55,11,4
85711,Home,36.34,65.23,271,119,57,53,18,16,6,2,0,0,0,0,0,0
55929,Home,50.04,25.91,276,8,29,44,24,18,29,19,15,22,25,21,18,4
18010,Medical,1.78,1.45,248,138,44,36,14,7,8,1,0,0,0,0,0,0
